id,actual,RandForest,RandForest-Bal
4375,True,0.74,0.73
4376,True,1.0,1.0
4377,True,0.98,0.99
4378,True,0.77,0.84
4379,True,0.77,0.84
4380,True,0.81,0.89
4381,True,0.93,0.97
4382,True,0.96,0.96
4383,True,0.96,0.95
4384,True,0.94,0.97
4385,True,0.99,0.94
4386,True,0.92,0.9
4387,True,0.92,0.9
4388,True,0.98,1.0
4389,True,0.99,1.0
4390,True,0.99,0.98
4391,True,1.0,0.96
4392,True,1.0,0.96
4393,True,0.94,0.94
4394,True,0.95,0.93
4395,True,0.95,0.97
4396,True,0.88,0.85
4397,True,0.99,0.98
4398,True,0.97,0.95
4399,True,0.98,0.99
4400,True,1.0,0.99
4401,True,0.98,0.96
4402,True,0.72,0.74
4403,True,0.98,0.93
4404,True,0.9,0.93
4405,True,0.96,0.92
4406,True,0.96,0.92
4407,True,0.95,0.95
4408,True,0.95,0.95
4409,True,0.94,0.96
4410,True,0.96,0.97
4411,True,0.79,0.93
4412,True,0.86,0.91
4413,True,0.94,0.91
4414,True,0.95,0.97
4415,True,0.95,0.97
4416,True,0.91,0.93
4417,True,0.89,0.87
4418,True,0.93,0.89
4419,True,0.84,0.89
4420,True,0.95,0.95
4421,True,0.88,0.99
4422,True,1.0,1.0
4423,True,0.94,0.94
4424,True,0.95,0.98
4425,True,0.93,0.96
4426,True,0.96,0.96
4427,True,0.96,0.98
4428,True,0.93,0.95
4429,True,0.76,0.84
4430,True,0.81,0.86
4431,True,0.95,0.94
4432,True,0.95,0.92
4433,True,0.97,0.98
4434,True,0.96,0.93
4435,True,0.91,0.93
4436,True,0.88,0.9
4437,True,0.98,1.0
4438,True,1.0,1.0
4439,True,0.99,0.98
4440,True,0.94,0.98
4441,True,0.89,0.93
4442,True,0.95,0.96
4443,True,0.89,0.97
4444,True,0.99,1.0
4445,True,0.79,0.8
4446,True,0.96,0.95
4447,True,0.88,0.95
4448,True,0.95,0.96
4449,True,0.97,1.0
4450,True,0.97,0.93
4451,True,0.94,0.93
4452,True,0.99,0.97
4453,True,0.93,0.91
4454,True,0.95,0.98
4455,True,0.92,0.98
4456,True,0.92,0.94
4457,True,0.96,0.98
4458,True,0.93,0.93
4459,True,0.92,0.97
4460,True,0.96,0.97
4461,True,0.96,0.97
4462,True,0.99,1.0
4463,True,0.93,0.9
4464,True,0.82,0.92
4465,True,0.91,0.95
4466,True,0.97,0.98
4467,True,0.97,0.98
4468,True,0.97,0.98
4469,True,0.99,0.97
4470,True,0.92,0.94
4471,True,0.96,0.97
4472,True,0.94,0.95
4473,True,0.93,0.92
4474,True,0.88,0.96
4475,True,0.94,0.97
4476,True,0.99,1.0
4477,True,0.98,0.97
4478,True,0.91,0.95
4479,True,0.98,0.97
4480,True,0.99,0.98
4481,True,0.97,1.0
4482,True,0.98,1.0
4483,True,0.96,0.98
4484,True,0.97,0.98
4485,True,0.99,0.98
4486,True,0.93,0.93
4487,True,0.97,0.98
4488,True,0.99,0.97
4489,True,0.94,0.88
4490,True,0.9,0.91
4491,True,0.98,0.98
4492,True,0.98,0.98
4493,True,0.96,0.97
4494,True,0.96,0.97
4495,True,0.98,0.94
4496,True,0.95,1.0
4497,True,0.96,0.96
4498,True,0.99,0.98
4499,True,0.89,0.94
4500,True,0.97,0.98
4501,True,0.97,0.97
4502,True,0.93,0.95
4503,True,0.97,0.98
4504,True,0.95,0.97
4505,True,0.97,0.98
4506,True,0.93,0.95
4507,True,0.95,0.92
4508,True,0.98,0.95
4509,True,0.91,0.98
4510,True,0.91,0.98
4511,True,1.0,1.0
4512,True,0.98,0.99
4513,True,0.98,0.97
4514,True,0.86,0.89
4515,True,1.0,0.99
4516,True,0.93,0.9
4517,True,0.8,0.94
4518,True,0.98,0.95
4519,True,0.78,0.89
4520,True,0.95,0.96
4521,True,0.98,0.98
4522,True,0.94,0.95
4523,True,0.97,0.98
4524,True,0.97,0.99
4525,True,0.94,0.95
4526,True,0.96,0.97
4527,True,0.88,0.95
4528,True,0.92,0.95
4529,True,0.99,0.99
4530,True,0.94,0.98
4531,True,0.94,0.94
4532,True,0.96,0.97
4533,True,0.72,0.93
4534,True,1.0,0.99
4535,True,0.99,0.94
4536,True,0.82,0.89
4537,True,0.88,0.87
4538,True,0.95,1.0
4539,True,0.96,0.98
4540,True,1.0,1.0
4541,True,0.9,0.9
4542,True,0.99,0.98
4543,True,0.89,0.97
4544,True,0.97,0.95
4545,True,0.86,0.96
4546,True,1.0,1.0
4547,True,0.91,0.83
4548,True,0.87,0.88
4549,True,0.93,0.96
4550,True,0.98,1.0
4551,True,0.97,0.98
4552,True,0.99,1.0
4553,True,0.96,1.0
4554,True,0.87,0.92
4555,True,0.99,0.97
4556,True,0.98,0.98
4557,True,0.9,0.91
4558,True,0.77,0.72
4559,True,1.0,0.96
4560,True,0.94,0.96
4561,True,1.0,0.97
4562,True,0.64,0.75
4563,True,0.99,0.95
4564,True,0.9,0.91
4565,True,0.99,1.0
4566,False,0.26,0.23
4567,False,0.26,0.23
4568,True,0.95,0.99
4569,True,0.95,0.99
4570,True,0.86,0.88
4571,True,0.98,0.99
4572,True,0.58,0.62
4573,True,0.8,0.7
4574,True,0.91,0.9
4575,True,0.95,0.9
4576,True,0.93,0.94
4577,True,0.98,0.92
4578,True,0.94,0.94
4579,True,0.94,0.94
4580,True,0.77,0.76
4581,True,0.88,0.83
4582,True,0.88,0.92
4583,True,0.94,0.95
4584,True,0.95,0.93
4585,True,0.94,0.92
4586,True,0.9,0.93
4587,True,0.94,0.95
4588,True,0.84,0.85
4589,True,0.95,0.99
4590,True,0.95,0.89
4591,True,0.77,0.77
4592,True,0.84,0.93
4593,True,0.92,0.96
4594,True,0.98,0.96
4595,True,0.98,0.96
4596,True,0.96,0.89
4597,True,0.76,0.74
4598,True,0.74,0.82
4599,True,0.75,0.78
4600,True,0.95,0.91
4601,True,0.8,0.78
4602,True,0.93,0.96
4603,True,0.92,0.92
4604,True,0.95,0.95
4605,True,0.62,0.82
4606,True,0.93,0.85
4607,True,0.95,0.95
4608,True,0.94,0.95
4609,True,0.97,0.98
4610,True,0.94,0.88
4611,True,0.84,0.85
4612,True,0.93,0.9
4613,True,0.72,0.81
4614,True,0.86,0.92
4615,True,0.95,0.96
4616,True,0.95,0.93
4617,True,0.71,0.77
4618,True,0.79,0.8
4619,True,0.95,0.96
4620,True,0.84,0.85
4621,True,0.9,0.88
4622,True,0.94,0.96
4623,True,0.79,0.86
4624,True,0.56,0.67
4625,True,0.79,0.8
4626,True,0.86,0.96
4627,True,0.9,0.85
4628,True,0.98,0.97
4629,True,0.91,0.95
4630,True,0.92,0.94
4631,True,0.81,0.82
4632,True,0.97,0.96
4633,True,0.95,0.94
4634,True,0.82,0.73
4635,True,0.95,0.92
4636,True,0.75,0.78
4637,True,0.75,0.78
4638,True,0.94,0.94
4639,True,0.93,0.9
4640,True,0.87,0.92
4641,True,0.98,0.95
4642,True,0.91,0.88
4643,True,0.93,0.92
4644,True,0.95,0.95
4645,True,0.82,0.81
4646,True,1.0,1.0
4647,True,0.97,0.98
4648,True,0.94,0.96
4649,True,0.96,0.94
4650,True,0.91,0.94
4651,True,0.88,0.82
4652,True,0.91,0.91
4653,True,0.69,0.72
4654,True,0.89,0.77
4655,True,0.93,0.97
4656,True,0.92,0.89
4657,True,0.8,0.79
4658,True,0.97,0.91
4659,True,0.75,0.77
4660,True,0.91,0.92
4661,True,1.0,0.97
4662,True,0.92,0.95
4663,True,0.92,0.93
4664,True,0.98,1.0
4665,True,0.97,0.97
4666,True,0.87,0.9
4667,True,0.86,0.88
4668,True,0.84,0.94
4669,True,0.97,0.94
4670,True,0.89,0.94
4671,True,0.94,0.96
4672,True,1.0,0.98
4673,True,0.92,0.9
4674,True,0.89,0.96
4675,True,0.84,0.84
4676,True,0.99,0.99
4677,True,0.84,0.87
4678,True,0.83,0.9
4679,True,0.96,0.92
4680,True,0.98,0.96
4681,True,0.9,0.9
4682,True,0.87,0.95
4683,True,0.94,0.88
4684,True,0.99,0.98
4685,True,0.77,0.92
4686,True,0.94,0.96
4687,True,0.94,0.86
4688,True,0.95,0.96
4689,True,0.96,0.97
4690,True,0.95,0.97
4691,True,0.88,0.9
4692,True,0.91,0.96
4693,True,0.95,0.96
4694,True,0.98,0.97
4695,True,0.95,0.97
4696,True,0.94,0.95
4697,True,0.96,0.99
4698,True,0.94,0.95
4699,True,0.97,0.98
4700,True,0.99,0.95
4701,True,0.99,0.95
4702,True,0.9,0.88
4703,True,0.91,0.9
4704,True,0.96,0.89
4705,True,0.88,0.97
4706,True,0.97,0.95
4707,True,0.89,0.9
4708,True,0.95,0.92
4709,True,0.95,0.92
4710,True,0.92,0.87
4711,True,0.88,0.89
4712,True,0.86,0.9
4713,True,0.9,0.91
4714,True,0.98,0.97
4715,True,0.96,0.93
4716,True,0.91,0.94
4717,True,0.91,0.94
4718,True,0.92,0.95
4719,True,0.99,0.97
4720,True,0.95,0.95
4721,True,1.0,0.99
4722,True,0.92,0.91
4723,True,0.98,0.99
4724,True,0.93,0.9
4725,True,0.84,0.91
4726,True,0.96,0.97
4727,True,1.0,0.99
4728,True,0.98,0.99
4729,True,1.0,1.0
4730,True,0.98,0.99
4731,True,0.82,0.83
4732,True,0.82,0.83
4733,True,0.82,0.83
4734,True,0.94,0.93
4735,True,0.99,0.97
4736,True,0.99,0.99
4737,True,0.9,0.95
4738,True,0.73,0.73
4739,True,0.98,0.97
4740,True,0.93,0.98
4741,True,0.91,0.95
4742,True,0.91,0.93
4743,True,0.78,0.8
4744,True,0.91,0.94
4745,True,0.99,1.0
4746,True,0.99,1.0
4747,True,0.95,0.98
4748,True,0.97,0.92
4749,True,0.99,1.0
4750,True,0.99,0.99
4751,True,0.96,0.96
4752,True,0.9,0.91
4753,True,0.99,0.98
4754,True,0.9,0.91
4755,True,0.98,0.94
4756,True,0.91,0.89
4757,True,0.94,0.97
4758,True,0.94,0.99
4759,True,0.97,0.97
4760,True,0.98,0.96
4761,True,0.96,0.94
4762,True,0.97,1.0
4763,True,0.97,0.98
4764,True,0.96,0.98
4765,True,0.97,0.94
4766,True,0.75,0.85
4767,True,0.97,0.96
4768,True,0.93,0.93
4769,True,0.99,0.98
4770,True,0.94,0.96
4771,True,1.0,0.98
4772,True,1.0,1.0
4773,True,1.0,0.97
4774,True,0.93,0.96
4775,True,0.98,0.98
4776,True,0.87,0.94
4777,True,0.81,0.86
4778,True,0.93,0.96
4779,True,0.93,0.96
4780,True,0.95,0.99
4781,True,0.95,0.99
4782,True,0.83,0.89
4783,True,0.72,0.85
4784,True,0.99,0.99
4785,True,0.91,0.93
4786,True,0.97,0.96
4787,True,0.97,0.97
4788,True,0.83,0.94
4789,True,0.99,0.98
4790,True,0.86,0.95
4791,True,0.98,0.97
4792,True,0.92,0.95
4793,True,0.97,0.98
4794,True,0.88,0.92
4795,True,0.98,0.99
4796,True,0.91,0.94
4797,True,0.96,0.97
4798,True,0.94,0.96
4799,True,0.84,0.89
4800,True,0.94,0.94
4801,True,0.98,1.0
4802,True,0.87,0.92
4803,True,0.98,0.93
4804,True,1.0,0.99
4805,True,0.95,0.95
4806,True,0.96,0.98
4807,True,0.98,1.0
4808,True,0.98,0.99
4809,True,0.99,0.98
4810,True,0.99,0.98
4811,True,0.94,0.98
4812,True,0.98,0.98
4813,True,0.97,0.96
4814,True,0.91,0.93
4815,True,0.98,0.98
4816,True,0.96,0.97
4817,True,0.95,1.0
4818,True,0.99,1.0
4819,True,0.99,1.0
4820,True,0.95,0.95
4821,True,0.85,0.88
4822,True,0.84,0.79
4823,True,0.99,0.98
4824,True,0.97,0.92
4825,True,0.89,0.98
4826,True,0.96,0.98
4827,True,0.99,0.98
4828,True,1.0,1.0
4829,True,1.0,1.0
4830,True,0.89,0.87
4831,True,0.97,0.96
4832,True,0.87,0.94
4833,True,0.97,0.99
4834,True,0.87,0.85
4835,True,0.91,0.96
4836,True,1.0,1.0
4837,True,1.0,1.0
4838,True,0.86,0.9
4839,True,0.98,1.0
4840,True,0.99,1.0
4841,True,0.99,1.0
4842,True,0.99,1.0
4843,True,0.99,0.98
4844,True,0.96,0.96
4845,True,0.99,0.97
4846,True,0.93,0.95
4847,True,0.84,0.89
4848,True,0.93,0.88
4849,True,0.98,0.99
4850,True,0.81,0.84
4851,True,0.98,0.96
4852,True,0.94,0.95
4853,True,0.96,0.99
4854,True,0.94,0.93
4855,True,0.97,0.98
4856,True,0.99,1.0
4857,True,1.0,0.99
4858,True,0.98,0.99
4859,True,0.83,0.86
4860,True,0.78,0.8
4861,True,0.89,0.92
4862,True,0.99,0.99
4863,True,0.97,0.98
4864,True,0.97,0.96
4865,True,0.97,0.99
4866,True,0.82,0.74
4867,True,1.0,0.99
4868,True,0.97,0.85
4869,True,0.97,0.95
4870,True,0.94,0.98
4871,True,0.97,0.99
4872,True,0.91,0.9
4873,True,0.91,0.9
4874,True,0.79,0.86
4875,True,0.98,0.96
4876,True,0.97,0.95
4877,True,1.0,0.99
4878,True,0.98,0.95
4879,True,1.0,0.97
4880,True,0.99,1.0
4881,True,0.98,1.0
4882,True,0.96,0.94
4883,True,0.85,0.83
4884,True,0.98,0.99
4885,True,0.98,0.99
4886,True,0.98,0.98
4887,True,0.97,0.94
4888,True,0.91,0.93
4889,True,0.93,0.98
4890,True,1.0,0.99
4891,True,0.97,0.99
4892,True,0.94,0.99
4893,True,0.97,0.94
4894,True,0.99,0.97
4895,True,0.98,0.97
4896,True,0.86,0.9
4897,True,0.98,1.0
4898,True,0.89,0.91
4899,True,0.97,0.95
4900,True,0.81,0.84
4901,True,0.98,0.99
4902,True,0.95,0.97
4903,True,0.96,0.97
4904,True,0.99,1.0
4905,True,0.99,0.98
4906,True,0.92,0.94
4907,True,0.86,0.94
4908,True,0.99,0.99
4909,True,0.96,0.99
4910,True,0.96,0.99
4911,True,0.98,0.98
4912,True,0.96,0.97
4913,True,0.96,1.0
4914,True,0.93,0.96
4915,True,0.93,0.95
4916,True,1.0,1.0
4917,True,0.92,0.91
4918,True,1.0,1.0
4919,True,0.86,0.9
4920,True,0.98,0.98
4921,True,0.99,0.99
4922,True,0.94,0.94
4923,True,0.96,0.96
4924,True,0.95,0.98
4925,True,0.88,0.95
4926,True,0.96,0.96
4927,True,0.99,0.99
4928,True,0.98,0.98
4929,True,0.99,0.99
4930,True,0.98,0.97
4931,True,0.94,0.9
4932,True,0.97,0.98
4933,True,0.94,0.98
4934,True,0.96,1.0
4935,True,0.96,1.0
4936,True,0.96,0.99
4937,True,1.0,0.99
4938,True,0.96,0.93
4939,True,0.99,0.99
4940,True,0.97,0.97
4941,True,1.0,1.0
4942,True,0.95,0.95
4943,True,0.94,0.98
4944,True,0.98,0.94
4945,True,0.98,0.96
4946,True,0.89,0.86
4947,True,0.96,0.95
4948,True,0.98,0.97
4949,True,0.83,0.89
4950,True,0.96,1.0
4951,True,0.98,0.97
4952,True,0.96,0.92
4953,True,0.98,0.98
4954,True,0.91,0.91
4955,True,0.95,0.94
4956,True,0.91,0.96
4957,True,0.92,0.89
4958,True,0.97,0.98
4959,True,0.98,0.96
4960,True,0.99,0.98
4961,True,0.95,0.96
4962,True,0.99,1.0
4963,True,0.97,0.96
4964,True,0.98,0.98
4965,True,0.83,0.85
4966,True,0.98,0.99
4967,True,0.98,0.96
4968,True,0.9,0.87
4969,True,0.95,0.99
4970,True,0.98,0.96
4971,True,0.99,1.0
4972,True,0.91,0.92
4973,True,0.82,0.86
4974,True,0.91,0.97
4975,True,0.83,0.87
4976,True,0.9,0.88
4977,True,0.95,0.96
4978,True,0.89,0.92
4979,True,0.89,0.92
4980,True,0.98,0.96
4981,True,0.79,0.84
4982,True,0.74,0.84
4983,True,0.86,0.88
4984,True,0.98,0.99
4985,True,0.95,0.98
4986,True,1.0,0.98
4987,True,0.94,0.92
4988,True,0.86,0.95
4989,True,0.93,0.98
4990,True,0.99,1.0
4991,True,0.92,0.94
4992,True,0.97,0.98
4993,True,0.99,0.98
4994,True,0.96,0.98
4995,True,0.98,0.97
4996,True,0.99,0.98
4997,True,0.93,0.95
4998,True,0.96,0.93
4999,True,0.81,0.83
